complaint_id,expected_category,genai_category,python_expected_category,genai_department,python_department,genai_urgency,python_urgency,genai_escalation,python_escalation,policy_reference,match_or_mismatch,category_match,department_match,urgency_match,escalation_match,policy_match,verification_status,explanation_of_disagreement
CMP-ID-1437,Regulatory & Legal Compliance,Billing & Payments,Regulatory & Legal Compliance,Billing & Payment Operations,Compliance & Legal Affairs,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Statutory Consumer Rights Infringement'}, Expected={'category': 'Regulatory & Legal Compliance', 'subcategory': 'Statutory Consumer Rights Infringement'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Compliance & Legal Affairs'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Statutory Consumer Rights Infringement order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1180,Product Quality & Authenticity,Billing & Payments,Product Quality & Authenticity,Product Quality & Vendor Assurance,Product Quality & Vendor Assurance,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,True,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Defective or Malfunctioning Product'}, Expected={'category': 'Product Quality & Authenticity', 'subcategory': 'Defective or Malfunctioning Product'}; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Defective or Malfunctioning Product order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1217,Account Management,Billing & Payments,Account Management,Account Management & Customer Care,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,True,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Unable to Login / Password Reset Error'}, Expected={'category': 'Account Management', 'subcategory': 'Unable to Login / Password Reset Error'}; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Unable to Login / Password Reset Error order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1560,Customer Service Experience,Billing & Payments,Customer Service Experience,Billing & Payment Operations,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Repeated Unresolved Issue'}, Expected={'category': 'Customer Service Experience', 'subcategory': 'Repeated Unresolved Issue'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Account Management & Customer Care'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Repeated Unresolved Issue order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1039,Order & Delivery,Billing & Payments,Order & Delivery,Billing & Payment Operations,Order Fulfillment & Logistics,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Item Damaged in Transit'}, Expected={'category': 'Order & Delivery', 'subcategory': 'Item Damaged in Transit'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Order Fulfillment & Logistics'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Item Damaged in Transit order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1192,Product Quality & Authenticity,Billing & Payments,Product Quality & Authenticity,Billing & Payment Operations,Product Quality & Vendor Assurance,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Counterfeit / Fake Item Delivered'}, Expected={'category': 'Product Quality & Authenticity', 'subcategory': 'Counterfeit / Fake Item Delivered'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Product Quality & Vendor Assurance'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Counterfeit / Fake Item Delivered order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1144,Returns & Refunds,Billing & Payments,Returns & Refunds,Billing & Payment Operations,Returns & Reverse Logistics,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Return Refund Processing Delay'}, Expected={'category': 'Returns & Refunds', 'subcategory': 'Return Refund Processing Delay'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Returns & Reverse Logistics'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Return Refund Processing Delay order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1219,Account Management,Billing & Payments,Account Management,Account Management & Customer Care,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,True,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Unable to Login / Password Reset Error'}, Expected={'category': 'Account Management', 'subcategory': 'Unable to Login / Password Reset Error'}; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Unable to Login / Password Reset Error order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1433,Regulatory & Legal Compliance,Billing & Payments,Regulatory & Legal Compliance,Billing & Payment Operations,Compliance & Legal Affairs,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Statutory Consumer Rights Infringement'}, Expected={'category': 'Regulatory & Legal Compliance', 'subcategory': 'Statutory Consumer Rights Infringement'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Compliance & Legal Affairs'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Statutory Consumer Rights Infringement order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1334,Marketplace & Seller Operations,Billing & Payments,Marketplace & Seller Operations,Marketplace & Seller Operations,Marketplace & Seller Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,True,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Fraudulent Seller Listing'}, Expected={'category': 'Marketplace & Seller Operations', 'subcategory': 'Fraudulent Seller Listing'}; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Fraudulent Seller Listing order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1366,Customer Service Experience,Billing & Payments,Customer Service Experience,Billing & Payment Operations,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Extended Support Hold Time'}, Expected={'category': 'Customer Service Experience', 'subcategory': 'Extended Support Hold Time'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Account Management & Customer Care'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Extended Support Hold Time order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1201,Product Quality & Authenticity,Billing & Payments,Product Quality & Authenticity,Billing & Payment Operations,Product Quality & Vendor Assurance,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Item Not as Described'}, Expected={'category': 'Product Quality & Authenticity', 'subcategory': 'Item Not as Described'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Product Quality & Vendor Assurance'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Item Not as Described order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1509,Returns & Refunds,Billing & Payments,Returns & Refunds,Billing & Payment Operations,Returns & Reverse Logistics,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Return Request Denied'}, Expected={'category': 'Returns & Refunds', 'subcategory': 'Return Request Denied'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Returns & Reverse Logistics'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Return Request Denied order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1232,Account Management,Billing & Payments,Account Management,Billing & Payment Operations,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Account Suspended or Restricted'}, Expected={'category': 'Account Management', 'subcategory': 'Account Suspended or Restricted'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Account Management & Customer Care'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Account Suspended or Restricted order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1450,Regulatory & Legal Compliance,Billing & Payments,Regulatory & Legal Compliance,Billing & Payment Operations,Compliance & Legal Affairs,Critical,Critical,True,True,KB-DOC-1001,MISMATCH,False,False,True,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Formal Legal Notice / Attorney Involvement'}, Expected={'category': 'Regulatory & Legal Compliance', 'subcategory': 'Formal Legal Notice / Attorney Involvement'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Compliance & Legal Affairs'; Resolution steps failure: Missing required actions: ['Verify Formal Legal Notice / Attorney Involvement order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1117,Billing & Payments,Billing & Payments,Billing & Payments,Billing & Payment Operations,Billing & Payment Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,True,True,False,True,True,Manual Review Required,"Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Gift Card / Voucher Application Error order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1277,Account Security & Fraud,Billing & Payments,Account Security & Fraud,Billing & Payment Operations,Trust & Safety (Fraud & Security),Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Account Takeover Suspected'}, Expected={'category': 'Account Security & Fraud', 'subcategory': 'Account Takeover Suspected'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Trust & Safety (Fraud & Security)'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Account Takeover Suspected order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1362,Customer Service Experience,Billing & Payments,Customer Service Experience,Billing & Payment Operations,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Extended Support Hold Time'}, Expected={'category': 'Customer Service Experience', 'subcategory': 'Extended Support Hold Time'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Account Management & Customer Care'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Extended Support Hold Time order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1087,Billing & Payments,Billing & Payments,Billing & Payments,Billing & Payment Operations,Billing & Payment Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,True,True,False,True,True,Manual Review Required,"Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Refund Not Processed / Delayed order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1419,Promotions & Pricing,Billing & Payments,Promotions & Pricing,Billing & Payment Operations,Billing & Payment Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,True,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Misleading Deal / Flash Sale Dispute'}, Expected={'category': 'Promotions & Pricing', 'subcategory': 'Misleading Deal / Flash Sale Dispute'}; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Misleading Deal / Flash Sale Dispute order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1549,Customer Service Experience,Billing & Payments,Customer Service Experience,Billing & Payment Operations,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Repeated Unresolved Issue'}, Expected={'category': 'Customer Service Experience', 'subcategory': 'Repeated Unresolved Issue'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Account Management & Customer Care'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Repeated Unresolved Issue order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1089,Billing & Payments,Billing & Payments,Billing & Payments,Billing & Payment Operations,Billing & Payment Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,True,True,False,True,True,Manual Review Required,"Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Refund Not Processed / Delayed order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1113,Billing & Payments,Billing & Payments,Billing & Payments,Billing & Payment Operations,Billing & Payment Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,True,True,False,True,True,Manual Review Required,"Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Gift Card / Voucher Application Error order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1449,Regulatory & Legal Compliance,Billing & Payments,Regulatory & Legal Compliance,Billing & Payment Operations,Compliance & Legal Affairs,Critical,Critical,True,True,KB-DOC-1001,MISMATCH,False,False,True,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Formal Legal Notice / Attorney Involvement'}, Expected={'category': 'Regulatory & Legal Compliance', 'subcategory': 'Formal Legal Notice / Attorney Involvement'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Compliance & Legal Affairs'; Resolution steps failure: Missing required actions: ['Verify Formal Legal Notice / Attorney Involvement order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1558,Customer Service Experience,Billing & Payments,Customer Service Experience,Billing & Payment Operations,Account Management & Customer Care,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Repeated Unresolved Issue'}, Expected={'category': 'Customer Service Experience', 'subcategory': 'Repeated Unresolved Issue'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Account Management & Customer Care'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Repeated Unresolved Issue order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1289,Account Security & Fraud,Billing & Payments,Account Security & Fraud,Marketplace & Seller Operations,Trust & Safety (Fraud & Security),Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Phishing / Scam Seller Report'}, Expected={'category': 'Account Security & Fraud', 'subcategory': 'Phishing / Scam Seller Report'}; Department mismatch: GenAI='Marketplace & Seller Operations', Expected='Trust & Safety (Fraud & Security)'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Phishing / Scam Seller Report order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1145,Returns & Refunds,Billing & Payments,Returns & Refunds,Billing & Payment Operations,Returns & Reverse Logistics,Medium,High,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Return Shipping Fee Dispute'}, Expected={'category': 'Returns & Refunds', 'subcategory': 'Return Shipping Fee Dispute'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Returns & Reverse Logistics'; Urgency mismatch: GenAI='Medium', Objective Expected='High'; Resolution steps failure: Missing required actions: ['Verify Return Shipping Fee Dispute order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1278,Account Security & Fraud,Billing & Payments,Account Security & Fraud,Billing & Payment Operations,Trust & Safety (Fraud & Security),Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Account Takeover Suspected'}, Expected={'category': 'Account Security & Fraud', 'subcategory': 'Account Takeover Suspected'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Trust & Safety (Fraud & Security)'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Account Takeover Suspected order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1183,Product Quality & Authenticity,Billing & Payments,Product Quality & Authenticity,Billing & Payment Operations,Product Quality & Vendor Assurance,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Counterfeit / Fake Item Delivered'}, Expected={'category': 'Product Quality & Authenticity', 'subcategory': 'Counterfeit / Fake Item Delivered'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Product Quality & Vendor Assurance'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Counterfeit / Fake Item Delivered order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1077,Billing & Payments,Billing & Payments,Billing & Payments,Billing & Payment Operations,Billing & Payment Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,True,True,False,True,True,Manual Review Required,"Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Incorrect Charge on Checkout order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1494,Returns & Refunds,Billing & Payments,Returns & Refunds,Billing & Payment Operations,Returns & Reverse Logistics,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Return Request Denied'}, Expected={'category': 'Returns & Refunds', 'subcategory': 'Return Request Denied'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Returns & Reverse Logistics'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Return Request Denied order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1108,Billing & Payments,Billing & Payments,Billing & Payments,Billing & Payment Operations,Billing & Payment Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,True,True,False,True,True,Manual Review Required,"Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Failed Payment Transaction order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1147,Returns & Refunds,Billing & Payments,Returns & Refunds,Billing & Payment Operations,Returns & Reverse Logistics,Medium,High,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Return Shipping Fee Dispute'}, Expected={'category': 'Returns & Refunds', 'subcategory': 'Return Shipping Fee Dispute'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Returns & Reverse Logistics'; Urgency mismatch: GenAI='Medium', Objective Expected='High'; Resolution steps failure: Missing required actions: ['Verify Return Shipping Fee Dispute order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1456,Regulatory & Legal Compliance,Billing & Payments,Regulatory & Legal Compliance,Billing & Payment Operations,Compliance & Legal Affairs,Critical,Critical,True,True,KB-DOC-1001,MISMATCH,False,False,True,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Formal Legal Notice / Attorney Involvement'}, Expected={'category': 'Regulatory & Legal Compliance', 'subcategory': 'Formal Legal Notice / Attorney Involvement'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Compliance & Legal Affairs'; Resolution steps failure: Missing required actions: ['Verify Formal Legal Notice / Attorney Involvement order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1476,Account Security & Fraud,Billing & Payments,Billing & Payments,Trust & Safety (Fraud & Security),Trust & Safety (Fraud & Security),Medium,High,False,False,KB-DOC-1001,MISMATCH,True,True,False,True,True,Manual Review Required,"Urgency mismatch: GenAI='Medium', Objective Expected='High'"
CMP-ID-1102,Billing & Payments,Billing & Payments,Billing & Payments,Billing & Payment Operations,Billing & Payment Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,True,True,False,True,True,Manual Review Required,"Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Failed Payment Transaction order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1478,Order & Delivery,Billing & Payments,Billing & Payments,Marketplace & Seller Operations,Marketplace & Seller Operations,Medium,Medium,False,False,KB-DOC-1001,MATCH,True,True,True,True,True,Verified,
CMP-ID-1060,Order & Delivery,Billing & Payments,Order & Delivery,Billing & Payment Operations,Order Fulfillment & Logistics,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Delivery Address Issue'}, Expected={'category': 'Order & Delivery', 'subcategory': 'Delivery Address Issue'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Order Fulfillment & Logistics'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Delivery Address Issue order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1332,Marketplace & Seller Operations,Billing & Payments,Marketplace & Seller Operations,Marketplace & Seller Operations,Marketplace & Seller Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,True,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Fraudulent Seller Listing'}, Expected={'category': 'Marketplace & Seller Operations', 'subcategory': 'Fraudulent Seller Listing'}; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Fraudulent Seller Listing order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1443,Regulatory & Legal Compliance,Billing & Payments,Regulatory & Legal Compliance,Billing & Payment Operations,Compliance & Legal Affairs,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Statutory Consumer Rights Infringement'}, Expected={'category': 'Regulatory & Legal Compliance', 'subcategory': 'Statutory Consumer Rights Infringement'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Compliance & Legal Affairs'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Statutory Consumer Rights Infringement order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1088,Billing & Payments,Billing & Payments,Billing & Payments,Billing & Payment Operations,Billing & Payment Operations,Medium,Low,False,False,KB-DOC-1001,MISMATCH,True,True,False,True,True,Manual Review Required,"Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Refund Not Processed / Delayed order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1438,Regulatory & Legal Compliance,Billing & Payments,Regulatory & Legal Compliance,Billing & Payment Operations,Compliance & Legal Affairs,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Statutory Consumer Rights Infringement'}, Expected={'category': 'Regulatory & Legal Compliance', 'subcategory': 'Statutory Consumer Rights Infringement'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Compliance & Legal Affairs'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Statutory Consumer Rights Infringement order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1052,Order & Delivery,Billing & Payments,Order & Delivery,Billing & Payment Operations,Order Fulfillment & Logistics,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Delivery Address Issue'}, Expected={'category': 'Order & Delivery', 'subcategory': 'Delivery Address Issue'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Order Fulfillment & Logistics'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Delivery Address Issue order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1522,Account Security & Fraud,Billing & Payments,Account Security & Fraud,Billing & Payment Operations,Trust & Safety (Fraud & Security),Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Data Privacy / Security Incident Concern'}, Expected={'category': 'Account Security & Fraud', 'subcategory': 'Data Privacy / Security Incident Concern'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Trust & Safety (Fraud & Security)'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Data Privacy / Security Incident Concern order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1026,Order & Delivery,Billing & Payments,Order & Delivery,Billing & Payment Operations,Order Fulfillment & Logistics,Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Wrong Item Delivered'}, Expected={'category': 'Order & Delivery', 'subcategory': 'Wrong Item Delivered'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Order Fulfillment & Logistics'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Wrong Item Delivered order record', 'Issue standard goodwill credit or replacement within $50 limit']"
CMP-ID-1282,Account Security & Fraud,Billing & Payments,Account Security & Fraud,Billing & Payment Operations,Trust & Safety (Fraud & Security),Medium,Low,False,False,KB-DOC-1001,MISMATCH,False,False,False,True,True,Manual Review Required,"Category mismatch: GenAI={'category': 'Billing & Payments', 'subcategory': 'Account Takeover Suspected'}, Expected={'category': 'Account Security & Fraud', 'subcategory': 'Account Takeover Suspected'}; Department mismatch: GenAI='Billing & Payment Operations', Expected='Trust & Safety (Fraud & Security)'; Urgency mismatch: GenAI='Medium', Objective Expected='Low'; Resolution steps failure: Missing required actions: ['Verify Account Takeover Suspected order record', 'Issue standard goodwill credit or replacement within $50 limit']"
